pl_rade,pl_orbper,pl_eqt,st_teff,st_rad,st_mass,habitable
1.8654380222234779,407.30197356033227,425.8195156324696,5318.555982953747,1.0756652748461506,0.8939794251333572,0.0
0.9520184410109719,478.873274045397,253.85110721998666,5808.862598487087,0.7490659148032639,1.1743389396258501,1.0
0.5564024229282805,1268.079278897154,107.00677775119254,8255.685133578567,1.6934059581297258,2.1734208002468707,0.0
1.0139309644468446,432.15753887154165,306.76447918804416,5649.188738203176,1.1392368537016486,0.9418052546638822,1.0
6.923635268158278,29.350682081054536,1147.799937741967,3323.9073060302026,0.6582876698992005,0.6495992046452332,0.0
6.657843356956355,22.702790804056214,1022.3267206470406,3121.1688208115156,0.38667465748215707,0.6215007897216327,0.0
1.0731402141313597,527.8679487409021,247.01289593686414,5638.224269113218,1.1474024714154911,1.1866847740532884,1.0
2.3065646754071616,376.5817553275238,433.05766976098283,5605.284149760844,0.8750768220919376,0.9426224894753426,0.0
1.406872008571247,197.04951580607843,273.43103355971044,5906.6372845356955,0.9050679587672812,0.9692685004202924,1.0
9.154004473932694,12.143664707452935,513.345862774081,3557.27936286536,0.5262257302271817,0.6269923740360561,0.0
0.7482347430332085,361.1668893512832,276.0944781613835,5555.781288205253,1.2193293908076455,1.1064028771682977,1.0
7.616163213524467,18.889099990935634,425.42173531457144,3771.5748697665304,0.32601838309485626,0.6545182979005598,0.0
3.769006813857212,20.78673925712746,1303.135141806074,3558.7034083681624,0.3770119661752558,0.6245812121654761,0.0
1.0545598765175486,429.32247504958593,315.4117308452721,5806.501499964357,0.971760799737054,1.175126473447967,1.0
1.6459547372534669,585.6755491240413,315.93497039756153,5104.936522350926,1.149167106326336,1.0647447444456395,1.0
1.1386310422789812,386.2575370459857,260.85437177787037,6320.177120442198,0.98480789219477,1.1175038065786047,1.0
1.0560300293431235,511.27964446736445,294.03304837291955,4907.173981422859,1.0207967775565128,0.9424187888003825,1.0
1.0298954095262924,355.3792480110511,305.8845328860311,5807.072209731737,0.889719844785513,1.0224396936278182,1.0
0.46513575910356253,1724.9774259971855,221.57831532221377,7522.719919543299,2.6962334665695256,1.7114703200497465,0.0
2.4659673185426203,510.21972743477244,390.606936032449,5356.548140459343,0.8861091611035163,1.1902172774895812,0.0
0.5777464915846536,607.3063534204163,262.7861328980948,5752.124557986993,1.1234174171251003,0.8021547252546234,1.0
0.3278583470993062,1596.4453747115072,227.30404252912354,8039.444229465565,2.895010079749749,1.6724518398764654,0.0
2.203672480424596,574.6024444392444,346.7432136671603,6018.069854323031,1.1584186033669512,0.8948526409533292,0.0
10.048841186852528,33.25590538788171,882.5209194854119,3102.522557172292,0.5282974966933279,0.5936256140092431,0.0
2.4185998855934825,146.96468843792553,419.8075627451692,6457.102772912969,0.8959437748590477,1.1661007536123034,0.0
0.9296238599874559,416.97327138469893,308.4472414506257,6009.942914118053,1.0108418448076433,1.0102108403872931,1.0
10.39374747874128,36.87965779052209,632.2738411751196,3013.222249941709,0.5315746237628013,0.6936072600785441,0.0
0.973079291713832,448.34066990051724,318.5770766773831,5534.709397022097,0.9016468420807835,1.2052119025732901,1.0
1.081473651158612,340.9800806650039,277.67505444641415,5880.879588142371,0.9828038746740412,1.0446193079676724,1.0
0.912491875062017,211.58111522023916,275.70909535919884,5791.776404682337,1.120319268792718,1.002176349889398,1.0
1.0167174736866085,375.1783265791105,276.92389947178793,5160.879393916141,1.1644104861216098,0.8783659095699625,1.0
1.5539910988142998,458.2357834784076,296.10142570553904,5613.111701990212,1.2622205603681254,1.0739325957777806,1.0
1.0980782121292487,409.0336898249944,280.50808379983033,5906.314290373073,1.121337890408908,0.948390406494366,1.0
1.223876069808166,195.9848796635292,259.74826652399105,5215.273996200985,0.8269761361022825,0.5650729180197278,1.0
5.449913961827203,11.924550419329925,821.411576949643,4198.031056395544,0.4315381152835958,0.5731027698934079,0.0
0.9811962708180484,411.32495188984456,265.09520211296893,5586.941766958398,0.925755177944789,0.9337226609138765,1.0
0.42534707778291125,1892.9539166119387,140.95734455898793,8269.454218002633,2.523718599355293,2.165077439998428,0.0
